"filename", "language", "JSON", "JavaScript JSX", "Markdown", "HTML", "XML", "JavaScript", "JSON with Comments", "comment", "blank", "total"
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\sections\auth\login\LoginForm.js", "JavaScript", 0, 0, 0, 0, 0, 98, 0, 4, 18, 120
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\sections\auth\login\index.js", "JavaScript", 0, 0, 0, 0, 0, 1, 0, 0, 1, 2
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\serviceWorker.js", "JavaScript", 0, 0, 0, 0, 0, 89, 0, 33, 14, 136
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\customShadows.js", "JavaScript", 0, 0, 0, 0, 0, 24, 0, 5, 4, 33
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\globalStyles.js", "JavaScript", 0, 0, 0, 0, 0, 51, 0, 2, 4, 57
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\index.js", "JavaScript", 0, 0, 0, 0, 0, 44, 0, 3, 8, 55
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\overrides\Autocomplete.js", "JavaScript", 0, 0, 0, 0, 0, 11, 0, 1, 2, 14
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\overrides\Backdrop.js", "JavaScript", 0, 0, 0, 0, 0, 15, 0, 1, 3, 19
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\overrides\Button.js", "JavaScript", 0, 0, 0, 0, 0, 41, 0, 1, 3, 45
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\overrides\Card.js", "JavaScript", 0, 0, 0, 0, 0, 32, 0, 1, 2, 35
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\overrides\Input.js", "JavaScript", 0, 0, 0, 0, 0, 64, 0, 1, 3, 68
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\overrides\Paper.js", "JavaScript", 0, 0, 0, 0, 0, 14, 0, 1, 2, 17
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\overrides\Table.js", "JavaScript", 0, 0, 0, 0, 0, 15, 0, 1, 2, 18
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\overrides\Tooltip.js", "JavaScript", 0, 0, 0, 0, 0, 14, 0, 1, 2, 17
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\overrides\Typography.js", "JavaScript", 0, 0, 0, 0, 0, 14, 0, 1, 2, 17
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\overrides\index.js", "JavaScript", 0, 0, 0, 0, 0, 22, 0, 2, 3, 27
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\palette.js", "JavaScript", 0, 0, 0, 0, 0, 151, 0, 2, 14, 167
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\shadows.js", "JavaScript", 0, 0, 0, 0, 0, 35, 0, 3, 4, 42
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\theme\typography.js", "JavaScript", 0, 0, 0, 0, 0, 97, 0, 3, 8, 108
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\utils\cssStyles.js", "JavaScript", 0, 0, 0, 0, 0, 78, 0, 7, 17, 102
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\utils\formatNumber.js", "JavaScript", 0, 0, 0, 0, 0, 24, 0, 1, 13, 38
"c:\Users\haikal.hendrawan\monevTI-V2\frontEnd\src\utils\formatTime.js", "JavaScript", 0, 0, 0, 0, 0, 19, 0, 1, 8, 28
"c:\Users\haikal.hendrawan\monevTI-V2\package-lock.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"Total", "-", 35542, 22, 61, 24, 110, 5575, 13, 410, 1038, 42795
